steps_until_acceptance,layer_idx,token_transitions,mean_route_jaccard,median_route_jaccard,mean_route_change
0,1,984,0.4849456550676063,0.45454545454545453,0.5150543449323937
0,2,984,0.41919196431391553,0.3333333333333333,0.5808080356860845
0,3,984,0.3811746519063592,0.3333333333333333,0.6188253480936408
0,4,984,0.38699367479855284,0.3333333333333333,0.6130063252014472
0,5,984,0.40996981789664716,0.3333333333333333,0.5900301821033529
0,6,984,0.4410562337391606,0.45454545454545453,0.5589437662608394
0,7,984,0.42555251884520173,0.3333333333333333,0.5744474811547983
0,8,984,0.4597942482088824,0.45454545454545453,0.5402057517911176
0,9,984,0.43491898796776846,0.45454545454545453,0.5650810120322316
0,10,984,0.48398947484313337,0.45454545454545453,0.5160105251568666
0,11,984,0.49685068770434626,0.45454545454545453,0.5031493122956537
0,12,984,0.5001640635786977,0.45454545454545453,0.4998359364213023
0,13,984,0.5100958887544254,0.45454545454545453,0.48990411124557465
0,14,984,0.5249044541727469,0.45454545454545453,0.4750955458272531
0,15,984,0.521603712457371,0.45454545454545453,0.478396287542629
0,16,984,0.5558746808746808,0.6,0.44412531912531916
0,17,984,0.5533545722570113,0.6,0.44664542774298865
0,18,984,0.49880282319306707,0.45454545454545453,0.501197176806933
0,19,984,0.546578466700418,0.6,0.453421533299582
1,1,827,0.5923877546610316,0.6,0.40761224533896845
1,2,827,0.6019974919612162,0.6,0.3980025080387838
1,3,827,0.46840006694903913,0.45454545454545453,0.5315999330509609
1,4,827,0.4716876566937026,0.45454545454545453,0.5283123433062974
1,5,827,0.45328493889557975,0.45454545454545453,0.5467150611044203
1,6,827,0.5064533746516817,0.45454545454545453,0.4935466253483183
1,7,827,0.49374961998903955,0.45454545454545453,0.5062503800109605
1,8,827,0.5274606892502902,0.45454545454545453,0.4725393107497098
1,9,827,0.49828779308827675,0.45454545454545453,0.5017122069117232
1,10,827,0.5452589866132792,0.6,0.4547410133867208
1,11,827,0.5462195469450608,0.6,0.4537804530549392
1,12,827,0.5565771323933355,0.6,0.4434228676066645
1,13,827,0.573776861322206,0.6,0.42622313867779404
1,14,827,0.5890081166985641,0.6,0.4109918833014359
1,15,827,0.5862724136001041,0.6,0.41372758639989593
1,16,827,0.6269314723970104,0.6,0.3730685276029896
1,17,827,0.6294449873651808,0.6,0.37055501263481916
1,18,827,0.6218570627276795,0.6,0.3781429372723205
1,19,827,0.6481082534286887,0.6,0.3518917465713113
2,1,750,0.6601667665667665,0.7777777777777778,0.33983323343323346
2,2,750,0.6853349317349318,0.7777777777777778,0.31466506826506824
2,3,750,0.4820486476486477,0.45454545454545453,0.5179513523513524
2,4,750,0.4658694194694194,0.45454545454545453,0.5341305805305806
2,5,750,0.42422448662448664,0.3333333333333333,0.5757755133755134
2,6,750,0.4650614274614275,0.45454545454545453,0.5349385725385725
2,7,750,0.47424835904835905,0.45454545454545453,0.525751640951641
2,8,750,0.48252358012358015,0.45454545454545453,0.5174764198764199
2,9,750,0.46563424723424723,0.45454545454545453,0.5343657527657528
2,10,750,0.5011947755947755,0.45454545454545453,0.49880522440522446
2,11,750,0.52799925999926,0.6,0.47200074000074
2,12,750,0.5093257853257853,0.45454545454545453,0.4906742146742147
2,13,750,0.536403626003626,0.6,0.463596373996374
2,14,750,0.5535058423058423,0.6,0.4464941576941577
2,15,750,0.5423285159285159,0.6,0.45767148407148406
2,16,750,0.5858285418285418,0.6,0.4141714581714582
2,17,750,0.5895781551781551,0.6,0.41042184482184485
2,18,750,0.6100924852924853,0.6,0.3899075147075147
2,19,750,0.6338462426462427,0.6,0.3661537573537573
3,1,669,0.732717738995766,0.7777777777777778,0.267282261004234
3,2,669,0.7476917369294052,0.7777777777777778,0.25230826307059484
3,3,669,0.5046405512773225,0.45454545454545453,0.49535944872267745
3,4,669,0.49708640470972304,0.45454545454545453,0.502913595290277
3,5,669,0.4142826447759183,0.3333333333333333,0.5857173552240817
