mode,batch,layer,groups,mean_query_tokens,mean_active_experts,group_sd_active_experts,mean_expert_coverage,expert_doubling_ratio,query_ratio_vs_vanilla,query_ratio_vs_delayed
delayed,1,1,32,19.751584765898865,48.17351468744319,4.061104805580685,0.18817779174782495,,0.6172370239343395,1.0
delayed,1,2,32,19.751584765898865,47.88139513665014,4.197780904333917,0.18703669975253961,,0.6172370239343395,1.0
delayed,1,3,32,19.751584765898865,48.64297702121206,3.312024276735248,0.19001162898910962,,0.6172370239343395,1.0
delayed,1,4,32,19.751584765898865,44.27342686080339,3.296506320466666,0.17294307367501324,,0.6172370239343395,1.0
delayed,1,5,32,19.751584765898865,38.857321961487806,3.194159126387932,0.15178641391206174,,0.6172370239343395,1.0
delayed,1,6,32,19.751584765898865,38.408195601195985,2.699051240654646,0.15003201406717181,,0.6172370239343395,1.0
delayed,1,7,32,19.751584765898865,49.223130315651076,3.6808032109118756,0.19227785279551202,,0.6172370239343395,1.0
delayed,1,8,32,19.751584765898865,41.65800030709908,3.91658931251764,0.16272656369960578,,0.6172370239343395,1.0
delayed,1,9,32,19.751584765898865,47.47685850101817,5.239402307529474,0.18545647851960223,,0.6172370239343395,1.0
delayed,1,10,32,19.751584765898865,42.13933884707806,2.9485445688839342,0.16460679237139866,,0.6172370239343395,1.0
delayed,1,11,32,19.751584765898865,41.58925732318642,3.278813025187875,0.16245803641869697,,0.6172370239343395,1.0
delayed,1,12,32,19.751584765898865,47.080819901927924,3.844789346323752,0.18390945274190595,,0.6172370239343395,1.0
delayed,1,13,32,19.751584765898865,45.26430190246999,3.9556597008384,0.1768136793065234,,0.6172370239343395,1.0
delayed,1,14,32,19.751584765898865,48.46281719189529,3.875926833526239,0.18930787965584098,,0.6172370239343395,1.0
delayed,1,15,32,19.751584765898865,48.71138544311142,4.007800707540718,0.19027884938715398,,0.6172370239343395,1.0
delayed,1,16,32,19.751584765898865,43.049471307693004,3.8730512122162137,0.1681619972956758,,0.6172370239343395,1.0
delayed,1,17,32,19.751584765898865,44.13582800345752,4.244249801360017,0.17240557813850593,,0.6172370239343395,1.0
delayed,1,18,32,19.751584765898865,39.763810035890735,3.5848847925733165,0.15532738295269818,,0.6172370239343395,1.0
delayed,1,19,32,19.751584765898865,45.63156015253195,4.733904917802203,0.17824828184582792,,0.6172370239343395,1.0
delayed,2,1,16,43.02431441107912,75.69402380707528,6.285710722035313,0.2956797804963878,1.5712788302491356,0.6722549126731112,1.0
delayed,2,2,16,43.02431441107912,77.50356691919193,6.684556066820497,0.30274830827809346,1.6186572404167043,0.6722549126731112,1.0
delayed,2,3,16,43.02431441107912,74.05911647584442,5.288277928970112,0.28929342373376726,1.5225037818624665,0.6722549126731112,1.0
delayed,2,4,16,43.02431441107912,68.53445141459848,5.235605348361435,0.2677127008382753,1.5479816285753591,0.6722549126731112,1.0
delayed,2,5,16,43.02431441107912,60.387409873623106,6.113829305371294,0.23588831981884026,1.5540805908722726,0.6722549126731112,1.0
delayed,2,6,16,43.02431441107912,61.594322466748935,5.892821948034001,0.24060282213573803,1.603676546180445,0.6722549126731112,1.0
delayed,2,7,16,43.02431441107912,78.29762957630605,7.204826785569826,0.3058501155324455,1.5906674174155557,0.6722549126731112,1.0
delayed,2,8,16,43.02431441107912,65.84259092623063,6.20978558455682,0.2571976208055884,1.5805509251727135,0.6722549126731112,1.0
delayed,2,9,16,43.02431441107912,73.61610105580694,7.420583560527746,0.28756289474924585,1.5505680742172145,0.6722549126731112,1.0
delayed,2,10,16,43.02431441107912,65.59424290986792,5.682018827843075,0.25622751136667155,1.5566035135934797,0.6722549126731112,1.0
delayed,2,11,16,43.02431441107912,65.04993372640432,5.004460667525233,0.25410130361876687,1.5641042402105685,0.6722549126731112,1.0
delayed,2,12,16,43.02431441107912,73.91140420037479,6.750166078569193,0.288716422657714,1.5698835397160995,0.6722549126731112,1.0
delayed,2,13,16,43.02431441107912,71.28411390488597,6.353888785081374,0.2784535699409608,1.5748417827912227,0.6722549126731112,1.0
delayed,2,14,16,43.02431441107912,76.44187648544266,6.177437619975278,0.2986010800212604,1.5773304342329169,0.6722549126731112,1.0
delayed,2,15,16,43.02431441107912,75.05137889071713,5.091066713369153,0.2931694487918638,1.5407358712547277,0.6722549126731112,1.0
delayed,2,16,16,43.02431441107912,67.96498154623154,5.92948309988806,0.26548820916496696,1.5787646045745072,0.6722549126731112,1.0
delayed,2,17,16,43.02431441107912,67.90308329334064,5.40416692743685,0.2652464191146119,1.5385025355822313,0.6722549126731112,1.0
delayed,2,18,16,43.02431441107912,60.9555858357329,4.624807804310151,0.23810775717083163,1.532941279538216,0.6722549126731112,1.0
delayed,2,19,16,43.02431441107912,72.88161907536907,6.457175806611146,0.28469382451316044,1.5971757010224668,0.6722549126731112,1.0
delayed,4,1,8,92.03334924879043,108.24905621339445,4.210298342339158,0.4228478758335721,1.4300872218035816,0.7190105410061752,1.0
delayed,4,2,8,92.03334924879043,112.51243116564808,2.7553287812930667,0.4395016842408128,1.451706490914898,0.7190105410061752,1.0
delayed,4,3,8,92.03334924879043,100.65175905589508,3.016389652451829,0.3931709338120902,1.3590731816078887,0.7190105410061752,1.0
delayed,4,4,8,92.03334924879043,95.00606378915202,3.1168909693959184,0.3711174366763751,1.3862526339404657,0.7190105410061752,1.0
delayed,4,5,8,92.03334924879043,82.99476182518463,5.277398378172873,0.32419828837962744,1.3743719427422616,0.7190105410061752,1.0
delayed,4,6,8,92.03334924879043,86.48794682645786,5.408249307089811,0.337843542290851,1.4041545285792776,0.7190105410061752,1.0
delayed,4,7,8,92.03334924879043,106.78613127069009,7.099716611433066,0.41713332527613317,1.3638488399782291,0.7190105410061752,1.0
delayed,4,8,8,92.03334924879043,90.34433489304813,5.645654618538934,0.35290755817596925,1.372126060383453,0.7190105410061752,1.0
delayed,4,9,8,92.03334924879043,99.71522950089127,5.818784721691555,0.3895126152378565,1.3545301648792714,0.7190105410061752,1.0
delayed,4,10,8,92.03334924879043,89.36518175452,4.784692856895779,0.34908274122859373,1.362393676489496,0.7190105410061752,1.0
