group_id,layer_idx,source_step,target_step,lag,query_tokens,oracle_auc,previous_auc,random_auc,recovered_oracle_gain,load_cosine,top10_jaccard,previous_top10_current_load_share
0,1,0,1,1,482,0.9747988119164938,0.9489472575207469,0.501953125,0.9453277144932226,0.9721830649237571,0.6666666666666666,0.8026452282157677
0,2,0,1,1,482,0.9724506045772822,0.9397651387448133,0.501953125,0.9305299874043212,0.9613667270662373,0.8181818181818182,0.787603734439834
0,3,0,1,1,482,0.9635136394579875,0.9491326423106845,0.501953125,0.9688426615864429,0.966108390617738,1.0,0.7092842323651453
0,4,0,1,1,482,0.954837023469917,0.9425236238978216,0.501953125,0.9728111341257737,0.983597525454784,1.0,0.6304460580912863
0,5,0,1,1,482,0.9425438845306017,0.9253334900155603,0.501953125,0.9609379131478448,0.9723397554877491,0.8181818181818182,0.49299792531120334
0,6,0,1,1,482,0.929193140560166,0.9122663949040455,0.501953125,0.960381179103911,0.9762173513662611,0.6666666666666666,0.4566908713692946
0,7,0,1,1,482,0.9119351335580913,0.8970901679201243,0.501953125,0.9637911778368596,0.9677404301651208,0.8181818181818182,0.3900414937759336
0,8,0,1,1,482,0.9283705588692946,0.9155334219398341,0.501953125,0.9698953750249447,0.9805591910186611,0.8181818181818182,0.4465767634854772
0,9,0,1,1,482,0.9202004587007262,0.9120060457728216,0.501953125,0.9804077342098061,0.9819038002128159,0.8181818181818182,0.42816390041493774
0,10,0,1,1,482,0.9262644660918049,0.9170965297588174,0.501953125,0.9783933742864442,0.9835563283092741,0.8181818181818182,0.47147302904564314
0,11,0,1,1,482,0.9277688180757262,0.921153721473029,0.501953125,0.9844648830227101,0.9731933475505578,0.8181818181818182,0.43568464730290457
0,12,0,1,1,482,0.904543041688278,0.894285083311722,0.501953125,0.9745200812257334,0.9692192034241949,0.6666666666666666,0.35036307053941906
0,13,0,1,1,482,0.9082446592971991,0.8984526954745851,0.501953125,0.9758991684639649,0.9720042741969424,0.6666666666666666,0.3433609958506224
0,14,0,1,1,482,0.9083479885243777,0.9005010454486515,0.501953125,0.9806913330358678,0.9768476364382209,0.5384615384615384,0.3682572614107884
0,15,0,1,1,482,0.9059572338563278,0.8976584786696058,0.501953125,0.9794587356791632,0.9725178575502232,0.6666666666666666,0.3358402489626556
0,16,0,1,1,482,0.9127992495461619,0.9048702509076764,0.501953125,0.9807008070302617,0.9688350222517399,0.5384615384615384,0.3703319502074689
0,17,0,1,1,482,0.9208812159621369,0.9130028689056017,0.501953125,0.9811940349036005,0.9866291288074777,0.8181818181818182,0.44813278008298757
0,18,0,1,1,482,0.9407528445928424,0.9363745218490663,0.501953125,0.9900220475349468,0.9839108447164414,0.6666666666666666,0.4904045643153527
0,19,0,1,1,482,0.9319364302385892,0.9267922555757262,0.501953125,0.9880363386201504,0.9850026672694423,1.0,0.4987033195020747
0,1,1,2,1,454,0.9738855571998899,0.9699965153496695,0.501953125,0.991759324884514,0.992954213926161,1.0,0.8356277533039648
0,1,0,2,2,454,0.9738855571998899,0.9348004715033038,0.501953125,0.9171807592998157,0.9549056779382393,0.6666666666666666,0.759636563876652
0,2,1,2,1,454,0.9693867015418502,0.9599415783314976,0.501953125,0.9797936569293348,0.9914758437048827,1.0,0.7816629955947136
0,2,0,2,2,454,0.9693867015418502,0.9255360338656389,0.501953125,0.9061884514145823,0.9471693393021529,0.8181818181818182,0.7497246696035242
0,3,1,2,1,454,0.9586025691767621,0.9450844920154184,0.501953125,0.970397254756953,0.9906322816967308,1.0,0.6792400881057269
0,3,0,2,2,454,0.9586025691767621,0.9314222965996696,0.501953125,0.9404789101931514,0.9673227307113261,1.0,0.6792400881057269
0,4,1,2,1,454,0.9519656009085903,0.9471096761426212,0.501953125,0.9892093552380635,0.9943405265473488,1.0,0.6065528634361234
0,4,0,2,2,454,0.9519656009085903,0.9352457323788547,0.501953125,0.9628457666735181,0.9795896811676353,1.0,0.6065528634361234
0,5,1,2,1,454,0.9430033814014317,0.9387325337279735,0.501953125,0.9903166416718484,0.9895256719375182,0.6666666666666666,0.49036343612334804
0,5,0,2,2,454,0.9430033814014317,0.9150982155148678,0.501953125,0.9367301900825439,0.9601150488320694,0.6666666666666666,0.4900881057268722
