step,metric,observations,mean_query_tokens,mean_observed,mean_null,mean_observed_minus_null,fraction_outside_null_95
1,active_experts,38,480.5,112.26315789473684,95.07247121710526,17.19068667763158,1.0
1,effective_experts,38,480.5,31.58649596904181,27.885029812577944,3.701466156463865,0.9736842105263158
1,top10_load_share,38,480.5,0.49829441135692076,0.5321897728440631,-0.03389536148714236,1.0
2,active_experts,38,451.5,116.28947368421052,94.3502261513158,21.939247532894736,1.0
2,effective_experts,38,451.5,31.939783648785763,27.870932077725676,4.068851571060087,0.9736842105263158
2,top10_load_share,38,451.5,0.49416969892648577,0.5323138574004783,-0.03814415847399249,0.9736842105263158
3,active_experts,38,424.0,124.65789473684211,93.59539473684211,31.0625,1.0
3,effective_experts,38,424.0,33.63629542380252,27.859976293944573,5.77631912985795,1.0
3,top10_load_share,38,424.0,0.4743744962700555,0.5323923968682495,-0.05801790059819395,0.9736842105263158
4,active_experts,38,388.5,126.78947368421052,92.61101973684211,34.17845394736842,1.0
4,effective_experts,38,388.5,34.05500796198828,27.836880669049176,6.218127292939106,1.0
4,top10_load_share,38,388.5,0.47052678916402924,0.5325830894836411,-0.06205630031961175,0.9736842105263158
5,active_experts,38,345.0,124.65789473684211,91.1829769736842,33.4749177631579,1.0
5,effective_experts,38,345.0,33.451076067880614,27.811488820027044,5.639587247853572,0.9736842105263158
5,top10_load_share,38,345.0,0.4737925498803455,0.5327891394348018,-0.058996589554456205,0.9210526315789473
6,active_experts,38,321.0,126.5,90.29636101973684,36.20363898026316,1.0
6,effective_experts,38,321.0,34.926556071990035,27.785418167010203,7.141137904979828,1.0
6,top10_load_share,38,321.0,0.4596805606674028,0.5329849050346583,-0.07330434436725555,0.9210526315789473
7,active_experts,38,284.0,125.0,88.75616776315789,36.2438322368421,1.0
7,effective_experts,38,284.0,35.91309843777759,27.74741814438258,8.165680293395015,0.9473684210526315
7,top10_load_share,38,284.0,0.44835126454190555,0.5332539409573748,-0.08490267641546927,0.868421052631579
8,active_experts,38,249.0,124.21052631578948,87.02816611842105,37.18236019736842,1.0
