steps_until_acceptance,layer_idx,token_transitions,mean_route_jaccard,median_route_jaccard,mean_route_change
0,1,960,0.5010003885003885,0.45454545454545453,0.4989996114996115
0,2,960,0.3891788766788767,0.3333333333333333,0.6108211233211234
0,3,960,0.4009694009694009,0.3333333333333333,0.5990305990305991
0,4,960,0.43165177415177414,0.3333333333333333,0.5683482258482259
0,5,960,0.4912990712990713,0.45454545454545453,0.5087009287009288
0,6,960,0.49492192992192996,0.45454545454545453,0.50507807007807
0,7,960,0.4757706413956414,0.45454545454545453,0.5242293586043586
0,8,960,0.5176572964072964,0.45454545454545453,0.4823427035927036
0,9,960,0.47684891497391496,0.45454545454545453,0.523151085026085
0,10,960,0.5507745726495726,0.6,0.44922542735042736
0,11,960,0.5618342768342769,0.6,0.4381657231657231
0,12,960,0.5464215182965183,0.6,0.4535784817034817
0,13,960,0.5593188524438524,0.6,0.4406811475561476
0,14,960,0.559471731971732,0.6,0.44052826802826806
0,15,960,0.5495279951529952,0.6,0.4504720048470048
0,16,960,0.5699101824101824,0.6,0.43008981758981757
0,17,960,0.5630948912198913,0.6,0.4369051087801087
0,18,960,0.5407793826543827,0.45454545454545453,0.45922061734561725
0,19,960,0.5492877492877493,0.6,0.45071225071225074
1,1,902,0.5521506086916287,0.6,0.4478493913083713
1,2,902,0.5233611670418766,0.6,0.47663883295812337
1,3,902,0.47246488421654714,0.45454545454545453,0.5275351157834529
1,4,902,0.485417883422318,0.45454545454545453,0.514582116577682
1,5,902,0.5242776193995706,0.45454545454545453,0.4757223806004294
1,6,902,0.5334538828995592,0.45454545454545453,0.4665461171004408
1,7,902,0.4844399256816108,0.45454545454545453,0.5155600743183892
1,8,902,0.5460007595262584,0.5272727272727272,0.4539992404737416
1,9,902,0.5124935670390216,0.45454545454545453,0.4875064329609784
1,10,902,0.5816182093343956,0.6,0.41838179066560444
1,11,902,0.5939943033069418,0.6,0.4060056966930582
1,12,902,0.5736715120307139,0.6,0.42632848796928613
1,13,902,0.6070082172077736,0.6,0.39299178279222635
1,14,902,0.5940521661142504,0.6,0.4059478338857496
1,15,902,0.6032545429441216,0.6,0.3967454570558784
1,16,902,0.6292407026331638,0.6,0.3707592973668362
1,17,902,0.624952948012815,0.6,0.375047051987185
1,18,902,0.6307705105931269,0.6,0.36922948940687306
1,19,902,0.6427373316508572,0.6,0.3572626683491428
2,1,849,0.6176702763275201,0.6,0.38232972367247986
2,2,849,0.6059035324052992,0.6,0.39409646759470085
2,3,849,0.48462601395463584,0.45454545454545453,0.5153739860453641
2,4,849,0.4648287976909885,0.45454545454545453,0.5351712023090115
2,5,849,0.5081696473922622,0.45454545454545453,0.4918303526077378
2,6,849,0.5171050125113729,0.45454545454545453,0.48289498748862714
2,7,849,0.4491315254566138,0.45454545454545453,0.5508684745433863
2,8,849,0.5189861048518292,0.45454545454545453,0.48101389514817083
2,9,849,0.47788115561967154,0.45454545454545453,0.5221188443803284
2,10,849,0.5377824112806445,0.45454545454545453,0.4622175887193555
2,11,849,0.561757546209843,0.6,0.438242453790157
2,12,849,0.542274268069321,0.6,0.457725731930679
2,13,849,0.5651639552699623,0.6,0.4348360447300377
2,14,849,0.5612274128175189,0.6,0.43877258718248113
2,15,849,0.5749700633092859,0.6,0.4250299366907141
2,16,849,0.5971443815966785,0.6,0.4028556184033215
2,17,849,0.597828790761653,0.6,0.40217120923834704
2,18,849,0.6203018549308302,0.6,0.37969814506916977
2,19,849,0.6347412827978198,0.6,0.36525871720218017
3,1,774,0.7032775149054219,0.7777777777777778,0.2967224850945781
3,2,774,0.6929973271058543,0.7777777777777778,0.30700267289414573
3,3,774,0.5392577563120199,0.6,0.4607422436879801
3,4,774,0.5003581833039197,0.45454545454545453,0.4996418166960803
3,5,774,0.5257594257594257,0.45454545454545453,0.4742405742405743
3,6,774,0.5126084366394444,0.45454545454545453,0.48739156336055556
3,7,774,0.45078599264645774,0.45454545454545453,0.5492140073535423
3,8,774,0.509192444076165,0.45454545454545453,0.49080755592383496
3,9,774,0.47179381055350045,0.45454545454545453,0.5282061894464996
3,10,774,0.5331351393366898,0.45454545454545453,0.46686486066331023
3,11,774,0.5502099393572262,0.6,0.4497900606427738
3,12,774,0.5265559877962979,0.45454545454545453,0.47344401220370214
3,13,774,0.5540065160220199,0.6,0.4459934839779801
3,14,774,0.5617995842802044,0.6,0.4382004157197956
3,15,774,0.5736068984131,0.6,0.4263931015869
3,16,774,0.599756602857378,0.6,0.400243397142622
3,17,774,0.6103788832471003,0.6,0.3896211167528997
3,18,774,0.6330018531568918,0.6,0.36699814684310816
3,19,774,0.6650945953271534,0.6,0.3349054046728466
4,1,692,0.7667758381631213,0.7777777777777778,0.23322416183687866
4,2,692,0.7381539141654749,0.7777777777777778,0.26184608583452507
4,3,692,0.5846162187202649,0.6,0.4153837812797351
4,4,692,0.5269847365223087,0.45454545454545453,0.4730152634776913
4,5,692,0.5340206999166537,0.45454545454545453,0.4659793000833463
4,6,692,0.5295208003300489,0.45454545454545453,0.4704791996699511
4,7,692,0.4469468553283582,0.45454545454545453,0.5530531446716418
4,8,692,0.5034859488616714,0.45454545454545453,0.4965140511383286
4,9,692,0.4671484905588952,0.45454545454545453,0.5328515094411048
4,10,692,0.5140747499129003,0.45454545454545453,0.48592525008709975
4,11,692,0.5316320160250796,0.45454545454545453,0.4683679839749204
4,12,692,0.5168334234808223,0.45454545454545453,0.4831665765191777
4,13,692,0.5343717297474523,0.45454545454545453,0.4656282702525477
4,14,692,0.5428329217346558,0.6,0.4571670782653442
4,15,692,0.5550642357000738,0.6,0.4449357642999262
4,16,692,0.5954911177454529,0.6,0.40450888225454706
4,17,692,0.5939326248574803,0.6,0.40606737514251967
4,18,692,0.630441042579771,0.6,0.36955895742022904
4,19,692,0.6597893436043726,0.6,0.3402106563956274
5,1,630,0.7890175785413881,0.7777777777777778,0.2109824214586119
5,2,630,0.7596199215246834,0.7777777777777778,0.24038007847531662
5,3,630,0.6026763712477998,0.6,0.3973236287522002
5,4,630,0.5438338733576829,0.5272727272727272,0.45616612664231715
5,5,630,0.5356484785056214,0.45454545454545453,0.46435152149437864
5,6,630,0.5356974595069833,0.5272727272727272,0.46430254049301667
5,7,630,0.43518231327755136,0.45454545454545453,0.5648176867224486
5,8,630,0.5021599564456707,0.45454545454545453,0.4978400435543293
5,9,630,0.4710504662885615,0.45454545454545453,0.5289495337114385
5,10,630,0.5248932372741896,0.45454545454545453,0.4751067627258104
5,11,630,0.5246979123169598,0.45454545454545453,0.47530208768304016
5,12,630,0.49771431390479004,0.45454545454545453,0.50228568609521
5,13,630,0.5252654224082796,0.45454545454545453,0.47473457759172044
5,14,630,0.5410293762674715,0.6,0.4589706237325285
5,15,630,0.5526236726236726,0.6,0.4473763273763274
5,16,630,0.6086292191054096,0.6,0.39137078089459043
5,17,630,0.6106832497308687,0.6,0.38931675026913126
5,18,630,0.6574785708119042,0.6,0.3425214291880958
5,19,630,0.6854159949398044,0.7777777777777778,0.31458400506019557
6,1,577,0.8270804489175373,0.7777777777777778,0.1729195510824627
