source,configured_batch_size,group_id,step,layer_idx,query_tokens,query_fraction,num_experts,top_k,assignments,active_experts,active_ratio,effective_experts,effective_ratio,top10_load_share,adjacent_top10_jaccard,hot_experts
/root/lkd/FOCUS/results/llada2_moe_denoising/gsm8k_bs8/routes_bs8.jsonl,8,0,0,1,256,1.0,256,8,2048,39,0.15234375,12.048719952199292,0.047065312313278485,0.83837890625,,23 48 100 103 131 146 147 148 153 236
/root/lkd/FOCUS/results/llada2_moe_denoising/gsm8k_bs8/routes_bs8.jsonl,8,0,0,2,256,1.0,256,8,2048,49,0.19140625,12.630021981992833,0.049336023367159504,0.84521484375,,1 4 13 14 115 138 157 158 159 225
/root/lkd/FOCUS/results/llada2_moe_denoising/gsm8k_bs8/routes_bs8.jsonl,8,0,0,3,256,1.0,256,8,2048,55,0.21484375,17.62994098559107,0.06886695697496512,0.6767578125,,33 130 131 135 143 157 163 164 169 231
/root/lkd/FOCUS/results/llada2_moe_denoising/gsm8k_bs8/routes_bs8.jsonl,8,0,0,4,256,1.0,256,8,2048,71,0.27734375,17.431525750573527,0.06809189746317784,0.67041015625,,2 8 11 21 64 127 208 211 216 242
/root/lkd/FOCUS/results/llada2_moe_denoising/gsm8k_bs8/routes_bs8.jsonl,8,0,0,5,256,1.0,256,8,2048,70,0.2734375,24.99019292412922,0.09761794110987977,0.54150390625,,10 55 72 133 194 203 216 219 241 255
/root/lkd/FOCUS/results/llada2_moe_denoising/gsm8k_bs8/routes_bs8.jsonl,8,0,0,6,256,1.0,256,8,2048,86,0.3359375,25.27480897630583,0.09872972256369465,0.5185546875,,4 68 96 116 120 127 149 201 210 240
/root/lkd/FOCUS/results/llada2_moe_denoising/gsm8k_bs8/routes_bs8.jsonl,8,0,0,7,256,1.0,256,8,2048,88,0.34375,33.54852745916719,0.13104893538737183,0.4345703125,,37 60 76 94 96 109 166 183 190 238
/root/lkd/FOCUS/results/llada2_moe_denoising/gsm8k_bs8/routes_bs8.jsonl,8,0,0,8,256,1.0,256,8,2048,91,0.35546875,30.06109255622608,0.11742614279775812,0.46826171875,,13 34 45 60 76 106 160 166 183 255
/root/lkd/FOCUS/results/llada2_moe_denoising/gsm8k_bs8/routes_bs8.jsonl,8,0,0,9,256,1.0,256,8,2048,94,0.3671875,32.45561470843135,0.12677974495480995,0.462890625,,73 93 104 125 143 156 157 200 202 211
/root/lkd/FOCUS/results/llada2_moe_denoising/gsm8k_bs8/routes_bs8.jsonl,8,0,0,10,256,1.0,256,8,2048,94,0.3671875,24.430656679209235,0.09543225265316108,0.53369140625,,3 32 42 167 184 185 186 242 245 254
/root/lkd/FOCUS/results/llada2_moe_denoising/gsm8k_bs8/routes_bs8.jsonl,8,0,0,11,256,1.0,256,8,2048,92,0.359375,28.551326036050753,0.11152861732832325,0.49560546875,,7 69 84 96 100 120 130 167 227 253
/root/lkd/FOCUS/results/llada2_moe_denoising/gsm8k_bs8/routes_bs8.jsonl,8,0,0,12,256,1.0,256,8,2048,111,0.43359375,38.124490983129725,0.1489237929028505,0.40869140625,,17 19 26 89 139 152 157 172 185 189
/root/lkd/FOCUS/results/llada2_moe_denoising/gsm8k_bs8/routes_bs8.jsonl,8,0,0,13,256,1.0,256,8,2048,108,0.421875,45.248926575614384,0.1767536194359937,0.34716796875,,24 86 91 111 136 137 145 197 198 203
/root/lkd/FOCUS/results/llada2_moe_denoising/gsm8k_bs8/routes_bs8.jsonl,8,0,0,14,256,1.0,256,8,2048,103,0.40234375,31.80924934399126,0.12425488024996587,0.44482421875,,3 68 90 100 126 127 146 152 166 192
/root/lkd/FOCUS/results/llada2_moe_denoising/gsm8k_bs8/routes_bs8.jsonl,8,0,0,15,256,1.0,256,8,2048,95,0.37109375,37.89371736262942,0.14802233344777116,0.4228515625,,66 105 123 166 183 191 199 221 244 252
/root/lkd/FOCUS/results/llada2_moe_denoising/gsm8k_bs8/routes_bs8.jsonl,8,0,0,16,256,1.0,256,8,2048,101,0.39453125,34.73141002285449,0.13566957040177535,0.439453125,,6 26 27 101 108 118 121 162 172 252
/root/lkd/FOCUS/results/llada2_moe_denoising/gsm8k_bs8/routes_bs8.jsonl,8,0,0,17,256,1.0,256,8,2048,94,0.3671875,31.836291044889407,0.12436051189409925,0.45458984375,,78 84 90 137 161 195 210 217 219 240
/root/lkd/FOCUS/results/llada2_moe_denoising/gsm8k_bs8/routes_bs8.jsonl,8,0,0,18,256,1.0,256,8,2048,77,0.30078125,25.362535827881047,0.09907240557766034,0.55517578125,,14 28 72 147 149 156 181 188 218 219
/root/lkd/FOCUS/results/llada2_moe_denoising/gsm8k_bs8/routes_bs8.jsonl,8,0,0,19,256,1.0,256,8,2048,92,0.359375,27.066661504110684,0.10572914650043236,0.52197265625,,44 57 78 145 164 172 182 183 244 246
/root/lkd/FOCUS/results/llada2_moe_denoising/gsm8k_bs8/routes_bs8.jsonl,8,0,1,1,242,0.9453125,256,8,1936,77,0.30078125,12.108286921575976,0.04729799578740616,0.8419421487603306,0.6666666666666666,15 23 48 100 107 131 146 147 148 153
/root/lkd/FOCUS/results/llada2_moe_denoising/gsm8k_bs8/routes_bs8.jsonl,8,0,1,2,242,0.9453125,256,8,1936,82,0.3203125,13.443383571372209,0.05251321707567269,0.8099173553719008,0.8181818181818182,1 4 13 14 29 138 157 158 159 225
/root/lkd/FOCUS/results/llada2_moe_denoising/gsm8k_bs8/routes_bs8.jsonl,8,0,1,3,242,0.9453125,256,8,1936,82,0.3203125,17.894431288671605,0.06990012222137346,0.6900826446280992,0.8181818181818182,33 131 135 143 157 163 164 169 183 231
/root/lkd/FOCUS/results/llada2_moe_denoising/gsm8k_bs8/routes_bs8.jsonl,8,0,1,4,242,0.9453125,256,8,1936,83,0.32421875,19.867777707100906,0.07760850666836291,0.6368801652892562,1.0,2 8 11 21 64 127 208 211 216 242
/root/lkd/FOCUS/results/llada2_moe_denoising/gsm8k_bs8/routes_bs8.jsonl,8,0,1,5,242,0.9453125,256,8,1936,85,0.33203125,29.12680872227662,0.11377659657139305,0.49328512396694213,0.6666666666666666,10 32 55 72 133 194 203 226 241 255
/root/lkd/FOCUS/results/llada2_moe_denoising/gsm8k_bs8/routes_bs8.jsonl,8,0,1,6,242,0.9453125,256,8,1936,96,0.375,26.83805923125394,0.1048361688720857,0.48760330578512395,0.6666666666666666,31 68 96 120 127 149 193 201 210 240
/root/lkd/FOCUS/results/llada2_moe_denoising/gsm8k_bs8/routes_bs8.jsonl,8,0,1,7,242,0.9453125,256,8,1936,105,0.41015625,42.48385926731955,0.165952575262967,0.378099173553719,0.6666666666666666,37 44 60 76 96 109 166 179 183 238
