configured_batch_size,step,groups,layer_observations,mean_query_tokens,mean_query_fraction,mean_active_experts,mean_active_ratio,mean_effective_experts,median_effective_experts,p25_effective_experts,p75_effective_experts,mean_effective_ratio,mean_top10_load_share,mean_adjacent_top10_jaccard,random_top10_jaccard
8,0,4,76,256.0,1.0,83.03947368421052,0.32437294407894735,27.051912176105315,27.915316502150965,22.912437154315562,32.9255837830524,0.10567153193791139,0.5404630962171053,,0.0199203187250996
8,1,4,76,240.5,0.939453125,96.65789473684211,0.3775699013157895,30.394725497126956,31.291787323105225,25.075878007459046,37.298148083809636,0.11872939647315217,0.5078639709498348,0.7151751757014915,0.0199203187250996
8,2,4,76,225.75,0.8818359375,99.55263157894737,0.38887746710526316,30.892610896582323,31.229115428512902,24.896036573600426,37.505587974387495,0.1206742613147747,0.5015821801719675,0.8392221813274445,0.0199203187250996
8,3,4,76,211.5,0.826171875,106.78947368421052,0.41714638157894735,32.44826828445675,32.780408247588696,25.28522842085397,40.10711765544319,0.1267510479861592,0.4826835401740297,0.8368298368298369,0.0199203187250996
8,4,4,76,190.5,0.744140625,104.97368421052632,0.4100534539473684,32.22742771303401,32.37247445164557,25.42126536202027,40.25152858643301,0.1258883895040391,0.4858179238089514,0.8196847012636487,0.0199203187250996
8,5,4,76,172.25,0.6728515625,104.1842105263158,0.4069695723684211,32.282853973577936,32.17591330879522,25.551286574837736,39.67605485859899,0.1261048983342888,0.481592477697205,0.8256655625076678,0.0199203187250996
8,6,4,76,158.0,0.6171875,102.90789473684211,0.4019839638157895,32.874151018593096,33.024562840442215,26.054103702958088,39.526420277127585,0.12841465241637928,0.4750059482230026,0.8471966629861367,0.0199203187250996
8,7,4,76,143.5,0.560546875,105.40789473684211,0.4117495888157895,34.365395291208,34.12660997443082,27.244176414322244,41.34320675597705,0.13423982535628126,0.45881043287848494,0.8015580910317752,0.0199203187250996
8,8,4,76,126.75,0.4951171875,103.72368421052632,0.4051706414473684,35.294972993937584,34.72341515964268,28.74919527660165,42.04927037403799,0.1378709882575687,0.44696235194328315,0.7887989203778677,0.0199203187250996
8,9,4,76,108.0,0.421875,100.27631578947368,0.3917043585526316,35.621425555296376,34.13779982200376,28.647827968452667,42.40695716510651,0.13914619357537647,0.4445266461292582,0.7694410852305589,0.0199203187250996
8,10,4,76,90.25,0.3525390625,95.32894736842105,0.37237870065789475,35.9088572483107,35.51216607315813,28.603762471310677,42.14117878682137,0.14026897362621368,0.43964711440885734,0.7728806281437861,0.0199203187250996
8,11,4,76,75.25,0.2939453125,94.8157894736842,0.3703741776315789,37.08649062975088,36.21111158706361,30.494400082563818,43.42759202188649,0.14486910402246436,0.4257796573097975,0.7313651261019682,0.0199203187250996
8,12,4,76,59.75,0.2333984375,84.64473684210526,0.3306435032894737,34.63496924144803,34.06374188477081,28.48677054162281,39.25293104077722,0.13529284859940638,0.44311836482146494,0.7484313931682353,0.0199203187250996
8,13,4,76,50.25,0.1962890625,83.46052631578948,0.32601768092105265,36.38921364473961,34.79447522218764,30.108316636263044,42.760784313725495,0.1421453657997641,0.4260397802021666,0.6837329337329338,0.0199203187250996
8,14,4,76,38.5,0.150390625,75.17105263157895,0.29363692434210525,35.19661009050054,33.99722452636951,30.12866265628827,40.141968784564334,0.13748675816601774,0.4327748053077,0.6567730515098936,0.0199203187250996
8,15,4,76,30.25,0.1181640625,66.80263157894737,0.26094777960526316,33.735866646987986,32.90781506876779,27.782901291495833,38.48167150623321,0.13178072908979682,0.44659400949847744,0.6419348195663985,0.0199203187250996
8,16,4,76,21.5,0.083984375,56.13157894736842,0.21926398026315788,30.92176310120498,30.162659846547314,24.028362361244007,37.66555576261046,0.12078813711408196,0.47234330438164374,0.6098221953485111,0.0199203187250996
8,17,4,76,16.0,0.0625,48.03947368421053,0.18765419407894737,27.996691861226214,25.56595744680851,21.0763684808589,35.02230407511681,0.1093620775829149,0.5074518120960295,0.6147577912283794,0.0199203187250996
8,18,4,76,11.25,0.0439453125,40.51315789473684,0.1582545230263158,25.547892287422,24.340056247488953,20.63157894736842,30.244523688232295,0.09979645424774218,0.5257577537593985,0.5596440453251599,0.0199203187250996
8,19,4,76,6.75,0.0263671875,27.460526315789473,0.10726768092105263,19.42972187195792,19.77020447906524,16.941176470588236,21.648050579557427,0.07589735106233562,0.5943569862155388,0.4826323057747206,0.0199203187250996
8,20,4,76,5.0,0.01953125,20.776315789473685,0.08115748355263158,15.436571583773343,14.611528822055138,11.636363636363637,19.047619047619047,0.06029910774911462,0.7277511961722488,0.5182760565887501,0.0199203187250996
8,21,4,76,3.5,0.013671875,15.947368421052632,0.06229440789473684,12.550611686545999,10.26086956521739,8.0,15.640718562874252,0.04902582690057031,0.8262061403508771,0.47529208057255146,0.0199203187250996
8,22,2,38,1.5,0.005859375,10.394736842105264,0.040604440789473686,9.813152928942403,8.571428571428571,8.0,10.666666666666666,0.03833262862868126,0.912828947368421,0.3326236730607759,0.0199203187250996
