step,metric,observations,mean_query_tokens,mean_observed,mean_null,mean_observed_minus_null,fraction_outside_null_95
1,active_experts,38,491.5,121.92105263157895,89.71402138157895,32.20703125,1.0
1,effective_experts,38,491.5,36.800364522377336,27.330919397377073,9.469445125000266,1.0
1,top10_load_share,38,491.5,0.4612607051008874,0.5494324627112949,-0.08817175761040746,1.0
2,active_experts,38,406.5,123.02631578947368,87.57781661184211,35.44849917763158,1.0
2,effective_experts,38,406.5,37.0284611232129,27.29215999625187,9.736301126961028,1.0
2,top10_load_share,38,406.5,0.45705383449080716,0.5496642152087489,-0.09261038071794168,0.9736842105263158
3,active_experts,38,368.0,117.23684210526316,86.42557565789474,30.81126644736842,1.0
3,effective_experts,38,368.0,37.08154673162537,27.271508633819025,9.810038097806347,1.0
3,top10_load_share,38,368.0,0.45478149713662397,0.5498280699877527,-0.0950465728511288,1.0
4,active_experts,38,334.0,117.26315789473684,85.32791940789474,31.935238486842106,1.0
4,effective_experts,38,334.0,38.46562220608774,27.239861790114524,11.225760415973216,1.0
4,top10_load_share,38,334.0,0.44557120537066197,0.5500068366509507,-0.10443563128028875,0.9736842105263158
5,active_experts,38,306.0,118.52631578947368,84.22347861842105,34.30283717105263,1.0
5,effective_experts,38,306.0,38.48770052633728,27.216641960860624,11.271058565476654,1.0
5,top10_load_share,38,306.0,0.444113695329874,0.5502570229064282,-0.10614332757655427,0.9736842105263158
6,active_experts,38,281.5,124.57894736842105,83.24270148026316,41.3362458881579,1.0
6,effective_experts,38,281.5,41.203900051934866,27.190847080015857,14.013052971919006,1.0
6,top10_load_share,38,281.5,0.42571721106616106,0.5504034134889144,-0.1246862024227534,1.0
7,active_experts,38,244.5,123.71052631578948,81.53546463815789,42.17506167763158,1.0
7,effective_experts,38,244.5,41.85801164990163,27.128932007343476,14.729079642558155,1.0
7,top10_load_share,38,244.5,0.4183373756666187,0.5509017978560317,-0.13256442218941294,1.0
8,active_experts,38,215.5,118.76315789473684,79.84498355263158,38.91817434210526,1.0
8,effective_experts,38,215.5,42.22429869018491,27.0755716896427,15.148727000542207,1.0
8,top10_load_share,38,215.5,0.41321556054997355,0.5513007710890822,-0.13808521053910866,1.0
9,active_experts,38,188.5,114.1842105263158,78.07514391447368,36.1090666118421,0.9736842105263158
9,effective_experts,38,188.5,41.84783611848399,27.009902894242924,14.837933224241068,1.0
9,top10_load_share,38,188.5,0.41271459113423165,0.5518354352044765,-0.1391208440702449,1.0
10,active_experts,38,166.0,112.76315789473684,76.41108141447368,36.35207648026316,0.9736842105263158
10,effective_experts,38,166.0,42.711299918320805,26.9295673744747,15.781732543846104,1.0
10,top10_load_share,38,166.0,0.40420543217286914,0.5524500391747982,-0.14824460700192907,1.0
11,active_experts,38,137.5,109.34210526315789,73.96751644736842,35.37458881578947,0.9473684210526315
11,effective_experts,38,137.5,42.873106429042835,26.84783057659635,16.025275852446487,1.0
11,top10_load_share,38,137.5,0.3995286856253537,0.5529748852939746,-0.15344619966862091,1.0
12,active_experts,38,117.0,105.84210526315789,71.75945723684211,34.08264802631579,0.9736842105263158
12,effective_experts,38,117.0,43.130476235667146,26.738305609461985,16.392170626205157,1.0
12,top10_load_share,38,117.0,0.3968890763039765,0.5539932748884304,-0.15710419858445396,1.0
13,active_experts,38,101.0,101.84210526315789,69.75380345394737,32.08830180921053,0.9736842105263158
13,effective_experts,38,101.0,42.77561263549823,26.595417761077503,16.180194874420724,1.0
13,top10_load_share,38,101.0,0.3968625868917577,0.5551731699312494,-0.15831058303949178,1.0
14,active_experts,38,86.0,106.92105263157895,67.46042351973684,39.4606291118421,1.0
14,effective_experts,38,86.0,48.87138190194622,26.463022582137054,22.408359319809176,1.0
14,top10_load_share,38,86.0,0.3591186773752563,0.5561834662561944,-0.19706478888093815,1.0
15,active_experts,38,64.5,99.63157894736842,63.04862253289474,36.582956414473685,1.0
15,effective_experts,38,64.5,48.05032563846046,26.093249202495777,21.957076435964684,1.0
15,top10_load_share,38,64.5,0.35872187261632343,0.5593297753235841,-0.2006079027072607,1.0
16,active_experts,38,46.0,90.23684210526316,57.727693256578945,32.50914884868421,1.0
16,effective_experts,38,46.0,46.81665778296765,25.581488818223843,21.23516896474381,1.0
16,top10_load_share,38,46.0,0.35781328320802,0.5634270123551065,-0.20561372914708648,1.0
17,active_experts,38,33.0,75.0,52.27559621710526,22.724403782894736,0.9210526315789473
17,effective_experts,38,33.0,40.41074712559411,24.897279399281874,15.513467726312234,0.9473684210526315
17,top10_load_share,38,33.0,0.39527333594937947,0.5694932092333657,-0.17421987328398614,0.9210526315789473
18,active_experts,38,23.0,59.921052631578945,46.06887335526316,13.85217927631579,0.7105263157894737
18,effective_experts,38,23.0,34.10003930367572,23.80382747208405,10.296211831591679,0.7368421052631579
18,top10_load_share,38,23.0,0.4399801587301587,0.579404137785871,-0.1394239790557122,0.6842105263157895
19,active_experts,38,16.5,46.973684210526315,39.60978618421053,7.363898026315789,0.47368421052631576
19,effective_experts,38,16.5,28.071128651710907,22.17014540734061,5.900983244370294,0.5
19,top10_load_share,38,16.5,0.4929204805491991,0.5974001537471395,-0.10447967319794049,0.5
20,active_experts,38,13.5,40.421052631578945,36.24372944078947,4.1773231907894735,0.4473684210526316
20,effective_experts,38,13.5,26.078562330309087,21.278671705527625,4.799890624781464,0.4473684210526316
20,top10_load_share,38,13.5,0.5157332063711911,0.6073812976108034,-0.09164809123961219,0.47368421052631576
21,active_experts,38,10.5,36.23684210526316,31.47861842105263,4.7582236842105265,0.3157894736842105
21,effective_experts,38,10.5,23.954452040867537,19.45599006683978,4.498461974027756,0.42105263157894735
21,top10_load_share,38,10.5,0.5441611842105264,0.6348769338507401,-0.09071574964021381,0.3684210526315789
22,active_experts,38,7.0,26.526315789473685,23.89247532894737,2.633840460526316,0.2631578947368421
22,effective_experts,38,7.0,18.93091648541235,15.834454087922486,3.0964623974898657,0.2894736842105263
22,top10_load_share,38,7.0,0.6567982456140351,0.7287736859237939,-0.07197544030975878,0.2894736842105263
23,active_experts,38,5.5,22.026315789473685,19.820620888157894,2.2056949013157894,0.18421052631578946
23,effective_experts,38,5.5,16.45999104175637,13.429673701296807,3.030317340459566,0.18421052631578946
23,top10_load_share,38,5.5,0.7628289473684211,0.8096499794407894,-0.04682103207236842,0.18421052631578946
24,active_experts,19,8.0,32.473684210526315,29.264185855263158,3.209498355263158,0.47368421052631576
24,effective_experts,19,8.0,22.796565764547303,19.134441791799176,3.6621239727481294,0.3684210526315789
24,top10_load_share,19,8.0,0.553453947368421,0.6334549753289473,-0.08000102796052631,0.47368421052631576
25,active_experts,19,6.0,26.789473684210527,25.045435855263158,1.7440378289473684,0.3157894736842105
25,effective_experts,19,6.0,19.342200506033986,17.467648033521755,1.8745524725122322,0.21052631578947367
25,top10_load_share,19,6.0,0.6173245614035088,0.6615654125548246,-0.044240851151315805,0.21052631578947367
26,active_experts,19,4.0,19.31578947368421,19.657277960526315,-0.34148848684210525,0.47368421052631576
26,effective_experts,19,4.0,15.085089160032663,14.881377634176445,0.20371152585621677,0.3157894736842105
26,top10_load_share,19,4.0,0.7088815789473685,0.697863127055921,0.011018451891447368,0.47368421052631576
27,active_experts,19,3.0,16.0,16.28248355263158,-0.2824835526315789,0.3157894736842105
27,effective_experts,19,3.0,13.240601491963508,12.970025095315883,0.27057639664762645,0.21052631578947367
27,top10_load_share,19,3.0,0.75,0.7373646518640351,0.012635348135964931,0.3157894736842105
