group_id,layer_idx,source_step,target_step,lag,query_tokens,oracle_auc,previous_auc,random_auc,recovered_oracle_gain,load_cosine,top10_jaccard,previous_top10_current_load_share
0,1,0,1,1,491,0.973031162487271,0.935988416496945,0.501953125,0.9213660093603346,0.9952843109534955,1.0,0.8337576374745418
0,2,0,1,1,491,0.970400808299389,0.9360202393075356,0.501953125,0.9266074521925206,0.9895243572009873,0.8181818181818182,0.7912423625254582
0,3,0,1,1,491,0.9552442002927699,0.934244128691446,0.501953125,0.9536719941204216,0.9152930011991556,0.5384615384615384,0.5369144602851323
0,4,0,1,1,491,0.9466948033350305,0.9168251177443992,0.501953125,0.9328381236891182,0.9508532287434883,0.6666666666666666,0.5336048879837068
0,5,0,1,1,491,0.9198900521894093,0.8372491964740325,0.501953125,0.8022647669084193,0.7747218378265226,0.25,0.2805498981670061
0,6,0,1,1,491,0.926569859024949,0.8923434317718942,0.501953125,0.9193945398038793,0.8361683573143419,0.3333333333333333,0.34674134419551933
0,7,0,1,1,491,0.9170667722123218,0.8834559174516294,0.501953125,0.9190321614661319,0.9061861773659542,0.5384615384615384,0.3505600814663951
0,8,0,1,1,491,0.9110691668788187,0.8762659511838086,0.501953125,0.9149306990379055,0.8320579145327395,0.42857142857142855,0.3179735234215886
0,9,0,1,1,491,0.9078530740835031,0.876581195901222,0.501953125,0.922956683653469,0.8842173896596425,0.3333333333333333,0.33223014256619143
0,10,0,1,1,491,0.8932225369144603,0.8593938947937882,0.501953125,0.9135413066021433,0.8661714764518629,0.6666666666666666,0.2729124236252546
0,11,0,1,1,491,0.9057040399058045,0.8776542212958248,0.501953125,0.9305269224801045,0.8001266987997068,0.25,0.2759674134419552
0,12,0,1,1,491,0.9070614816700611,0.8842415430880854,0.501953125,0.9436695437004741,0.8894299039403287,0.5384615384615384,0.309826883910387
0,13,0,1,1,491,0.8927044217795316,0.8782260374236253,0.501953125,0.962947315913643,0.9263145660601779,0.5384615384615384,0.27825865580448067
0,14,0,1,1,491,0.8972421556771895,0.8802159575483708,0.501953125,0.9569272182948001,0.9482394720927089,0.5384615384615384,0.3021894093686354
0,15,0,1,1,491,0.8911490819119144,0.8698934333630348,0.501953125,0.9453857416260613,0.9005348862641704,0.42857142857142855,0.2874236252545825
0,16,0,1,1,491,0.9231220563900204,0.9106375700101833,0.501953125,0.9703575324546531,0.9573711570503723,0.6666666666666666,0.3887474541751528
0,17,0,1,1,491,0.9194743667260692,0.8982863416496943,0.501953125,0.9492528212725616,0.8866860463591699,0.5384615384615384,0.3844195519348269
0,18,0,1,1,491,0.9336464565300407,0.9147805021639512,0.501953125,0.9562977859787101,0.9418068338593216,0.5384615384615384,0.39994908350305497
0,19,0,1,1,491,0.9233995115198574,0.9071131937372708,0.501953125,0.961356133772856,0.9614823865509552,0.6666666666666666,0.43915478615071285
0,1,1,2,1,420,0.9714820498511905,0.963711402529762,0.501953125,0.9834501200881473,0.9799511933923348,0.8181818181818182,0.7883928571428571
0,1,0,2,2,420,0.9714820498511905,0.9211216517857144,0.501953125,0.8927427142397308,0.9655599552686143,0.8181818181818182,0.7883928571428571
0,2,1,2,1,420,0.9689429873511904,0.9557268415178571,0.501953125,0.9716992875031741,0.9819109437055876,0.6666666666666666,0.7636904761904761
0,2,0,2,2,420,0.9689429873511904,0.9191906156994047,0.501953125,0.8934615595265955,0.9625229828642006,0.6666666666666666,0.7663690476190477
0,3,1,2,1,420,0.9479794456845239,0.9334414527529761,0.501953125,0.9674055268549262,0.9151976843753785,0.6666666666666666,0.5083333333333333
0,3,0,2,2,420,0.9479794456845239,0.9015880766369047,0.501953125,0.8959896156432615,0.7403491636780383,0.5384615384615384,0.4398809523809524
0,4,1,2,1,420,0.9397054036458333,0.9272088913690476,0.501953125,0.971453004618404,0.9665465779813233,0.8181818181818182,0.5113095238095238
0,4,0,2,2,420,0.9397054036458333,0.8930722191220238,0.501953125,0.8934712923298375,0.8904884291597821,0.5384615384615384,0.4842261904761905
0,5,1,2,1,420,0.913485863095238,0.8984909784226189,0.501953125,0.9635633248960404,0.9663610607534552,1.0,0.4086309523809524
0,5,0,2,2,420,0.913485863095238,0.8120059058779763,0.501953125,0.7534097586331588,0.7428725025438847,0.25,0.24910714285714286
0,6,1,2,1,420,0.916836402529762,0.9051292782738096,0.501953125,0.9717821255036906,0.9689718209135119,0.8181818181818182,0.4431547619047619
0,6,0,2,2,420,0.916836402529762,0.8613525390625,0.501953125,0.8662663296587513,0.7836218886105027,0.3333333333333333,0.2994047619047619
0,7,1,2,1,420,0.9104120163690477,0.9010695684523811,0.501953125,0.9771275687368363,0.9659595107284036,0.5384615384615384,0.35208333333333336
0,7,0,2,2,420,0.9104120163690477,0.8677548363095238,0.501953125,0.895565549040815,0.8489060666227358,0.25,0.3196428571428571
0,8,1,2,1,420,0.9102120535714286,0.8997965494791667,0.501953125,0.9744879943502822,0.9737625353654463,0.8181818181818182,0.38125
0,8,0,2,2,420,0.9102120535714286,0.8665352957589286,0.501953125,0.8930170174958993,0.7754495043866824,0.3333333333333333,0.2904761904761905
0,9,1,2,1,420,0.8993861607142857,0.893241954985119,0.501953125,0.984540274267528,0.9873420997634503,1.0,0.3860119047619048
0,9,0,2,2,420,0.8993861607142857,0.8608375186011905,0.501953125,0.9030059440232147,0.8547405899104475,0.3333333333333333,0.3113095238095238
0,10,1,2,1,420,0.8979596819196428,0.8903982979910714,0.501953125,0.9809059122975436,0.9741376346852001,0.42857142857142855,0.2883928571428571
0,10,0,2,2,420,0.8979596819196428,0.8517601376488095,0.501953125,0.8833364158659422,0.8062904305360346,0.25,0.25357142857142856
0,11,1,2,1,420,0.9021275111607143,0.8964099702380952,0.501953125,0.9857123766029271,0.9828543869966164,1.0,0.33630952380952384
0,11,0,2,2,420,0.9021275111607143,0.8649262927827381,0.501953125,0.9070374824963541,0.7493754767436809,0.25,0.23660714285714285
0,12,1,2,1,420,0.9069347563244048,0.9022181919642858,0.501953125,0.9883536338557023,0.9865831488451765,0.8181818181818182,0.3449404761904762
0,12,0,2,2,420,0.9069347563244048,0.8805315290178573,0.501953125,0.9348038892030696,0.8650924907072564,0.5384615384615384,0.287797619047619
