group_id,layer_idx,step,query_tokens,assignments,metric,observed,null_mean,null_p025,null_p975,observed_minus_null,outside_null_95
0,1,1,242,1936,active_experts,69.0,32.828125,32.0,33.0,36.171875,1
0,1,1,242,1936,effective_experts,12.561906357877803,10.855961716359174,10.762376507820315,10.92955241237565,1.705944641518629,1
0,1,1,242,1936,top10_load_share,0.818698347107438,0.8997893530475206,0.8972107438016529,0.9028925619834711,-0.08109100594008256,1
0,2,1,242,1936,active_experts,75.0,33.9921875,34.0,34.0,41.0078125,1
0,2,1,242,1936,effective_experts,13.006364210511705,11.857371878109525,11.753081860403409,11.970178018617009,1.1489923324021802,1
0,2,1,242,1936,top10_load_share,0.7949380165289256,0.8523594879907025,0.8488507231404959,0.8558884297520661,-0.057421471461776896,1
0,3,1,242,1936,active_experts,79.0,50.71484375,49.0,51.0,28.28515625,1
0,3,1,242,1936,effective_experts,21.447595504589255,14.475406666342337,14.284038623468827,14.667601495396307,6.972188838246918,1
0,3,1,242,1936,top10_load_share,0.6058884297520661,0.7328798908832646,0.7284994834710744,0.7379261363636364,-0.1269914611311984,1
0,4,1,242,1936,active_experts,99.0,49.6796875,48.0,50.0,49.3203125,1
0,4,1,242,1936,effective_experts,23.739555623115706,16.91285740205899,16.744890598788704,17.113656643309444,6.826698221056716,1
0,4,1,242,1936,top10_load_share,0.5702479338842975,0.6968076091167354,0.6926652892561983,0.7009297520661157,-0.12655967523243794,1
0,5,1,242,1936,active_experts,108.0,64.546875,63.0,65.0,43.453125,1
0,5,1,242,1936,effective_experts,35.944684197403,22.462961442324833,22.1585809610279,22.804883340168445,13.481722755078167,1
0,5,1,242,1936,top10_load_share,0.44834710743801653,0.5744003422004131,0.5692148760330579,0.5795454545454546,-0.1260532347623966,1
0,6,1,242,1936,active_experts,104.0,72.5234375,71.0,73.0,31.4765625,1
0,6,1,242,1936,effective_experts,30.717062776594002,21.44974587112194,21.154499925405876,21.740950421121134,9.267316905472061,1
0,6,1,242,1936,top10_load_share,0.4943181818181818,0.6152565696022727,0.6102143595041323,0.620157541322314,-0.12093838778409088,1
0,7,1,242,1936,active_experts,122.0,83.7109375,82.0,84.0,38.2890625,1
0,7,1,242,1936,effective_experts,44.4055635855271,33.221614784675864,32.82074307831925,33.68189875044812,11.183948800851233,1
0,7,1,242,1936,top10_load_share,0.35588842975206614,0.4344976756198347,0.4297520661157025,0.43988894628099173,-0.07860924586776857,1
0,8,1,242,1936,active_experts,116.0,91.1171875,89.0,92.0,24.8828125,1
0,8,1,242,1936,effective_experts,43.99276978332825,29.01983863296033,28.59733948413361,29.41574984579243,14.97293115036792,1
0,8,1,242,1936,top10_load_share,0.3822314049586777,0.4879705255681819,0.4834710743801653,0.4927685950413223,-0.10573912060950419,1
0,9,1,242,1936,active_experts,128.0,101.80078125,100.0,103.0,26.19921875,1
0,9,1,242,1936,effective_experts,40.56293153827839,23.412099042822653,23.02093958420678,23.774566658512708,17.150832495455738,1
0,9,1,242,1936,top10_load_share,0.3977272727272727,0.5895209194214875,0.5841942148760331,0.5950413223140496,-0.19179364669421484,1
0,10,1,242,1936,active_experts,129.0,100.27734375,98.0,101.0,28.72265625,1
0,10,1,242,1936,effective_experts,58.56033997875133,40.47781227310173,40.01789443364345,40.984523338752666,18.082527705649596,1
0,10,1,242,1936,top10_load_share,0.2887396694214876,0.39004188726756195,0.3853305785123967,0.39391787190082644,-0.10130221784607435,1
0,11,1,242,1936,active_experts,106.0,96.51171875,95.0,97.0,9.48828125,1
0,11,1,242,1936,effective_experts,51.915563189096346,39.26404146061567,38.75022358867048,39.85862707335515,12.651521728480674,1
0,11,1,242,1936,top10_load_share,0.3130165289256198,0.39846978305785125,0.39411157024793386,0.4034090909090909,-0.08545325413223143,1
0,12,1,242,1936,active_experts,114.0,99.92578125,98.0,101.0,14.07421875,1
0,12,1,242,1936,effective_experts,51.89256244115855,34.54541866367747,34.11717703504425,35.01527215004096,17.347143777481087,1
0,12,1,242,1936,top10_load_share,0.31766528925619836,0.45636742962293386,0.45041322314049587,0.4612603305785124,-0.1387021403667355,1
0,13,1,242,1936,active_experts,128.0,105.1328125,103.0,106.0,22.8671875,1
0,13,1,242,1936,effective_experts,57.34891976253137,36.12109665529671,35.5496399726013,36.74947161520854,21.227823107234656,1
0,13,1,242,1936,top10_load_share,0.3052685950413223,0.4223370512654959,0.41703254132231404,0.4271694214876033,-0.11706845622417361,1
0,14,1,242,1936,active_experts,131.0,106.01953125,104.0,107.0,24.98046875,1
0,14,1,242,1936,effective_experts,50.660899653979236,32.104110178217326,31.653477725038634,32.61369623058097,18.55678947576191,1
0,14,1,242,1936,top10_load_share,0.3424586776859504,0.4633627647210744,0.45867768595041325,0.4674586776859504,-0.12090408703512401,1
0,15,1,242,1936,active_experts,128.0,103.1953125,101.0,104.0,24.8046875,1
0,15,1,242,1936,effective_experts,54.827184693250636,38.79347515104199,38.190443046909465,39.53322907076422,16.033709542208648,1
0,15,1,242,1936,top10_load_share,0.315599173553719,0.40978499483471076,0.4049586776859504,0.4142561983471074,-0.09418582128099173,1
0,16,1,242,1936,active_experts,110.0,89.140625,87.0,90.0,20.859375,1
0,16,1,242,1936,effective_experts,38.772069928623154,29.250935128240346,28.86342401855593,29.612596910108557,9.521134800382807,1
0,16,1,242,1936,top10_load_share,0.41890495867768596,0.484435530733471,0.47953254132231404,0.48915289256198347,-0.06553057205578505,1
0,17,1,242,1936,active_experts,117.0,83.49609375,82.0,84.0,33.50390625,1
0,17,1,242,1936,effective_experts,40.86365321296962,31.143386956502408,30.72146883010017,31.60477188986917,9.720266256467216,1
0,17,1,242,1936,top10_load_share,0.3894628099173554,0.47396169615185957,0.4690082644628099,0.47882231404958675,-0.08449888623450419,1
0,18,1,242,1936,active_experts,103.0,76.46875,75.0,77.0,26.53125,1
0,18,1,242,1936,effective_experts,30.353379439918367,22.603741128552727,22.165765871261716,22.998795938561162,7.74963831136564,1
0,18,1,242,1936,top10_load_share,0.4793388429752066,0.5534244253615702,0.5482308884297521,0.5586905991735537,-0.07408558238636359,1
0,19,1,242,1936,active_experts,130.0,85.140625,83.0,86.0,44.859375,1
0,19,1,242,1936,effective_experts,34.53702406840883,22.871883410988758,22.50247136802404,23.251759706870008,11.665140657420075,1
0,19,1,242,1936,top10_load_share,0.42768595041322316,0.5458762428977273,0.5413223140495868,0.5511363636363636,-0.11819029248450413,1
0,1,2,200,1600,active_experts,81.0,31.9375,30.0,33.0,49.0625,1
0,1,2,200,1600,effective_experts,13.669372063220846,10.839132290363388,10.63127638149664,11.042086161132241,2.8302397728574586,1
0,1,2,200,1600,top10_load_share,0.784375,0.8999658203124999,0.89375,0.906875,-0.1155908203124999,1
0,2,2,200,1600,active_experts,97.0,33.890625,33.0,34.0,63.109375,1
0,2,2,200,1600,effective_experts,13.854763116022816,11.840877667919965,11.644541938844048,12.058309449204843,2.013885448102851,1
0,2,2,200,1600,top10_load_share,0.77,0.85259521484375,0.844375,0.860390625,-0.08259521484374999,1
