group_id,layer_idx,step,query_tokens,assignments,metric,observed,null_mean,null_p025,null_p975,observed_minus_null,outside_null_95
0,1,1,242,1936,active_experts,77.0,38.7109375,37.0,39.0,38.2890625,1
0,1,1,242,1936,effective_experts,12.108286921575976,12.046594342293261,11.928311413023717,12.167913048051965,0.06169257928271499,0
0,1,1,242,1936,top10_load_share,0.8419421487603306,0.8384454900568182,0.8347107438016529,0.8424586776859504,0.0034966587035123453,0
0,2,1,242,1936,active_experts,82.0,48.76171875,48.0,49.0,33.23828125,1
0,2,1,242,1936,effective_experts,13.443383571372209,12.62917909464375,12.511618966876826,12.733347998415354,0.8142044767284595,1
0,2,1,242,1936,top10_load_share,0.8099173553719008,0.8451139591942148,0.8416193181818182,0.8491735537190083,-0.03519660382231404,1
0,3,1,242,1936,active_experts,82.0,54.75,54.0,55.0,27.25,1
0,3,1,242,1936,effective_experts,17.894431288671605,17.61405825882344,17.354647459968316,17.873057024768173,0.2803730298481639,1
0,3,1,242,1936,top10_load_share,0.6900826446280992,0.6767396532799588,0.6714876033057852,0.681301652892562,0.013342991348140432,1
0,4,1,242,1936,active_experts,83.0,70.109375,68.0,71.0,12.890625,1
0,4,1,242,1936,effective_experts,19.867777707100906,17.417686504191046,17.1825763196969,17.65881276453216,2.45009120290986,1
0,4,1,242,1936,top10_load_share,0.6368801652892562,0.6705897307592975,0.6658057851239669,0.675103305785124,-0.033709565470041336,1
0,5,1,242,1936,active_experts,85.0,69.3984375,68.0,70.0,15.6015625,1
0,5,1,242,1936,effective_experts,29.12680872227662,24.97093700756707,24.6726892940393,25.25947771888602,4.155871714709551,1
0,5,1,242,1936,top10_load_share,0.49328512396694213,0.5415160123966942,0.5368672520661157,0.5464876033057852,-0.048230888429752095,1
0,6,1,242,1936,active_experts,96.0,85.35546875,83.0,86.0,10.64453125,1
0,6,1,242,1936,effective_experts,26.83805923125394,25.236266777478082,24.799790502202853,25.701778208180944,1.6017924537758574,1
0,6,1,242,1936,top10_load_share,0.48760330578512395,0.5194061531508265,0.5144628099173554,0.5245996900826446,-0.03180284736570255,1
0,7,1,242,1936,active_experts,105.0,87.4296875,86.0,88.0,17.5703125,1
0,7,1,242,1936,effective_experts,42.48385926731955,33.52254207242163,33.038373901794095,34.0146155669999,8.961317194897923,1
0,7,1,242,1936,top10_load_share,0.378099173553719,0.43518167290805787,0.43046229338842973,0.44008264462809915,-0.057082499354338845,1
0,8,1,242,1936,active_experts,96.0,90.23046875,88.0,91.0,5.76953125,1
0,8,1,242,1936,effective_experts,32.85267512797139,30.032245525716363,29.565685281936492,30.560466488165794,2.8204296022550253,1
0,8,1,242,1936,top10_load_share,0.4447314049586777,0.46872578770661155,0.46384297520661155,0.47397985537190085,-0.023994382747933862,1
0,9,1,242,1936,active_experts,109.0,93.26953125,91.0,94.0,15.73046875,1
0,9,1,242,1936,effective_experts,35.39880244045258,32.444823610918476,32.003962397306225,32.93357638762048,2.953978829534101,1
0,9,1,242,1936,top10_load_share,0.44214876033057854,0.4628946603822314,0.45732179752066116,0.4674586776859504,-0.020745900051652888,1
0,10,1,242,1936,active_experts,105.0,93.47265625,92.0,94.0,11.52734375,1
0,10,1,242,1936,effective_experts,30.152657999742566,24.41682615311679,23.99726034489939,24.947722946258605,5.735831846625775,1
0,10,1,242,1936,top10_load_share,0.47365702479338845,0.5337196539256199,0.5286027892561984,0.5392561983471075,-0.06006262913223148,1
0,11,1,242,1936,active_experts,98.0,91.23046875,89.0,92.0,6.76953125,1
0,11,1,242,1936,effective_experts,32.13884172797585,28.542568312283166,28.064956652461827,29.04392947974384,3.5962734156926857,1
0,11,1,242,1936,top10_load_share,0.46642561983471076,0.4955913449121901,0.49018595041322316,0.5005165289256198,-0.029165725077479332,1
0,12,1,242,1936,active_experts,114.0,110.0859375,108.0,111.0,3.9140625,1
0,12,1,242,1936,effective_experts,41.83889980353634,38.08368456481253,37.57669046574111,38.62086007125379,3.755215238723814,1
0,12,1,242,1936,top10_load_share,0.3806818181818182,0.4089516884039256,0.4044421487603306,0.4137396694214876,-0.02826987022210742,1
0,13,1,242,1936,active_experts,117.0,107.1640625,105.0,108.0,9.8359375,1
0,13,1,242,1936,effective_experts,47.366308606091245,45.173503424903096,44.40768153356825,45.97890304553345,2.192805181188149,1
0,13,1,242,1936,top10_load_share,0.3347107438016529,0.3474221978305785,0.34265237603305787,0.3527892561983471,-0.012711454028925595,1
0,14,1,242,1936,active_experts,119.0,101.94140625,99.375,103.0,17.05859375,1
0,14,1,242,1936,effective_experts,38.656105610561056,31.763370790036006,31.156713425685165,32.405035419917475,6.89273482052505,1
