configured_batch_size,step,groups,layer_observations,mean_query_tokens,mean_query_fraction,mean_active_experts,mean_active_ratio,mean_effective_experts,median_effective_experts,p25_effective_experts,p75_effective_experts,mean_effective_ratio,mean_top10_load_share,mean_adjacent_top10_jaccard,random_top10_jaccard
16,0,2,38,512.0,1.0,95.78947368421052,0.37417763157894735,27.8946717940875,29.149007178872594,24.134202559448685,33.927764797681355,0.1089635616956543,0.5321301912006579,,0.0199203187250996
16,1,2,38,480.5,0.9384765625,112.26315789473684,0.43852796052631576,31.58649596904181,32.64080522714619,27.426931570002623,38.40429049276794,0.12338474987906957,0.49829441135692076,0.7608268924058398,0.0199203187250996
16,2,2,38,451.5,0.8818359375,116.28947368421052,0.45425575657894735,31.939783648785763,33.098813713400155,26.939761476194043,38.5010323954163,0.12476477987806939,0.49416969892648577,0.8787878787878789,0.0199203187250996
16,3,2,38,424.0,0.828125,124.65789473684211,0.4869449013157895,33.63629542380252,35.046264047507336,27.54244226593257,40.38554744598679,0.1313917789992286,0.4743744962700555,0.8564593301435407,0.0199203187250996
16,4,2,38,388.5,0.7587890625,126.78947368421052,0.49527138157894735,34.05500796198828,33.666626650390604,27.30708532048506,40.64296234310076,0.13302737485151672,0.47052678916402924,0.8644338118022329,0.0199203187250996
16,5,2,38,345.0,0.673828125,124.65789473684211,0.4869449013157895,33.451076067880614,32.057448775799884,26.619465548180997,39.453203314949604,0.13066826589015865,0.4737925498803455,0.868421052631579,0.0199203187250996
16,6,2,38,321.0,0.626953125,126.5,0.494140625,34.926556071990035,34.70319873744471,27.546955458364813,41.875644039187,0.13643185965621107,0.4596805606674028,0.8413078149920256,0.0199203187250996
16,7,2,38,284.0,0.5546875,125.0,0.48828125,35.91309843777759,35.615089253280885,28.20827385836722,42.769494130989365,0.14028554077256872,0.44835126454190555,0.8652312599681021,0.0199203187250996
16,8,2,38,249.0,0.486328125,124.21052631578948,0.48519736842105265,37.36476494163284,37.10954925930845,29.62292066607849,44.006395469019594,0.1459561130532533,0.4355764091355987,0.8361550729971783,0.0199203187250996
16,9,2,38,218.0,0.42578125,122.86842105263158,0.4799547697368421,38.60181983184708,38.658619825532526,30.983300600820225,44.98144124971441,0.15078835871815266,0.42431461160955186,0.8612440191387559,0.0199203187250996
16,10,2,38,178.5,0.3486328125,119.52631578947368,0.4668996710526316,39.19956772341836,40.08626829411785,31.01154111835016,45.29904456327781,0.15312331141960298,0.4187203382678541,0.7960986382039014,0.0199203187250996
16,11,2,38,144.5,0.2822265625,115.92105263157895,0.45281661184210525,39.3353369301584,39.11903046835043,32.570052191960386,44.95040655565694,0.15365365988343124,0.4134766443895515,0.7821739663844928,0.0199203187250996
16,12,2,38,124.0,0.2421875,111.02631578947368,0.4336965460526316,39.78890148983227,39.00325355319645,33.07463864312345,44.572965285713515,0.1554253964446573,0.4078587863100374,0.806036069193964,0.0199203187250996
16,13,2,38,100.0,0.1953125,108.1842105263158,0.4225945723684211,40.478537629374635,38.82503631400078,34.38250471504451,44.3259636532006,0.15811928761474467,0.40122345337026777,0.7788527262211473,0.0199203187250996
16,14,2,38,76.5,0.1494140625,97.94736842105263,0.38260690789473684,39.12855107440026,37.90334382103218,32.986593796158964,45.04896470456203,0.152845902634376,0.4098195006747638,0.7237762237762237,0.0199203187250996
16,15,2,38,58.5,0.1142578125,89.63157894736842,0.3501233552631579,38.292252440035966,37.96383964501524,32.42347284972355,41.49741176470589,0.1495791110938905,0.4142213171818435,0.6900292689766374,0.0199203187250996
16,16,2,38,43.0,0.083984375,79.73684210526316,0.31147203947368424,37.79624057056959,36.437634099883,31.933429270825606,42.6412043342834,0.14764156472878745,0.414136302294197,0.7372715004293952,0.0199203187250996
16,17,2,38,31.5,0.0615234375,69.39473684210526,0.2710731907894737,34.207789462691814,33.3119382409705,29.094054054054055,37.242061740633545,0.1336241775886399,0.4385475605850326,0.6608369700474963,0.0199203187250996
16,18,2,38,22.5,0.0439453125,59.6578947368421,0.23303865131578946,31.50179217976152,31.104236162361623,25.48127863965108,36.170457878876775,0.12305387570219344,0.46847045974620344,0.6883817936449516,0.0199203187250996
16,19,2,38,15.0,0.029296875,46.05263157894737,0.17989309210526316,27.10077855119968,26.917777119731518,20.927241962774957,31.856493884682585,0.10586241621562376,0.513187265037594,0.5923593949909739,0.0199203187250996
16,20,2,38,9.0,0.017578125,30.57894736842105,0.11944901315789473,20.585562915281052,19.75609756097561,17.615635179153095,23.272727272727273,0.08041235513781661,0.5959514170040486,0.5187986677924759,0.0199203187250996
16,21,2,38,6.0,0.01171875,25.026315789473685,0.09775904605263158,18.5018081597397,16.0,14.222222222222221,22.77665995975855,0.0722726881239832,0.6302631578947369,0.4736298703016969,0.0199203187250996
16,22,1,19,7.0,0.013671875,32.1578947368421,0.12561677631578946,23.496355895833204,22.08450704225352,19.975332684193443,25.497620306716023,0.09178264021809845,0.5385338345864662,0.392360992980188,0.0199203187250996
16,23,1,19,3.0,0.005859375,18.105263157894736,0.07072368421052631,15.484251101818105,15.157894736842104,14.057142857142857,16.941176470588236,0.06048535586647697,0.662280701754386,0.34961177453437514,0.0199203187250996
16,24,1,19,1.0,0.001953125,8.0,0.03125,8.0,8.0,8.0,8.0,0.03125,1.0,0.3661325516588675,0.0199203187250996
