source,configured_batch_size,group_id,step,layer_idx,query_tokens,query_fraction,num_experts,top_k,assignments,active_experts,active_ratio,effective_experts,effective_ratio,top10_load_share,adjacent_top10_jaccard,hot_experts
/root/lkd/FOCUS/results/llada2_moe_denoising/humaneval_bs16/routes_bs16.jsonl,16,0,0,1,512,1.0,256,8,4096,35,0.13671875,10.985230990039627,0.04291105855484229,0.8916015625,,15 19 23 92 100 107 131 146 147 153
/root/lkd/FOCUS/results/llada2_moe_denoising/humaneval_bs16/routes_bs16.jsonl,16,0,0,2,512,1.0,256,8,4096,35,0.13671875,11.909613888431418,0.046521929251685225,0.85009765625,,1 4 13 14 18 138 147 157 158 159
/root/lkd/FOCUS/results/llada2_moe_denoising/humaneval_bs16/routes_bs16.jsonl,16,0,0,3,512,1.0,256,8,4096,55,0.21484375,14.769898213408505,0.05769491489612697,0.725341796875,,77 79 105 124 130 163 164 177 180 231
/root/lkd/FOCUS/results/llada2_moe_denoising/humaneval_bs16/routes_bs16.jsonl,16,0,0,4,512,1.0,256,8,4096,60,0.234375,17.095743900351348,0.06678024961074745,0.692138671875,,11 24 64 201 208 211 216 227 228 242
/root/lkd/FOCUS/results/llada2_moe_denoising/humaneval_bs16/routes_bs16.jsonl,16,0,0,5,512,1.0,256,8,4096,82,0.3203125,24.129532948462387,0.0942559880799312,0.552978515625,,12 48 68 72 98 107 120 192 194 203
/root/lkd/FOCUS/results/llada2_moe_denoising/humaneval_bs16/routes_bs16.jsonl,16,0,0,6,512,1.0,256,8,4096,98,0.3828125,21.65148488274253,0.084576112823213,0.611328125,,4 11 89 138 155 211 213 216 240 247
/root/lkd/FOCUS/results/llada2_moe_denoising/humaneval_bs16/routes_bs16.jsonl,16,0,0,7,512,1.0,256,8,4096,100,0.390625,32.32404938423835,0.12626581790718105,0.446044921875,,60 76 82 86 94 100 121 156 166 252
/root/lkd/FOCUS/results/llada2_moe_denoising/humaneval_bs16/routes_bs16.jsonl,16,0,0,8,512,1.0,256,8,4096,99,0.38671875,29.431233861008195,0.11496575726956326,0.489990234375,,132 140 153 155 156 164 166 177 205 255
/root/lkd/FOCUS/results/llada2_moe_denoising/humaneval_bs16/routes_bs16.jsonl,16,0,0,9,512,1.0,256,8,4096,117,0.45703125,24.094809708458996,0.09412035042366795,0.57080078125,,39 44 71 73 85 93 133 156 157 218
/root/lkd/FOCUS/results/llada2_moe_denoising/humaneval_bs16/routes_bs16.jsonl,16,0,0,10,512,1.0,256,8,4096,113,0.44140625,41.363332889552915,0.16157551909981607,0.39013671875,,8 33 38 50 143 165 173 192 195 223
/root/lkd/FOCUS/results/llada2_moe_denoising/humaneval_bs16/routes_bs16.jsonl,16,0,0,11,512,1.0,256,8,4096,107,0.41796875,39.19196034367569,0.15309359509248316,0.40185546875,,8 11 19 42 56 69 86 139 195 217
/root/lkd/FOCUS/results/llada2_moe_denoising/humaneval_bs16/routes_bs16.jsonl,16,0,0,12,512,1.0,256,8,4096,107,0.41796875,35.93536558200106,0.14037252180469165,0.443603515625,,75 79 104 113 115 134 139 162 171 234
/root/lkd/FOCUS/results/llada2_moe_denoising/humaneval_bs16/routes_bs16.jsonl,16,0,0,13,512,1.0,256,8,4096,113,0.44140625,39.75398672119727,0.15528901062967684,0.401123046875,,35 65 72 79 84 137 180 224 230 234
/root/lkd/FOCUS/results/llada2_moe_denoising/humaneval_bs16/routes_bs16.jsonl,16,0,0,14,512,1.0,256,8,4096,120,0.46875,35.26818357634159,0.13776634209508434,0.4287109375,,1 19 37 68 99 118 123 126 127 223
/root/lkd/FOCUS/results/llada2_moe_denoising/humaneval_bs16/routes_bs16.jsonl,16,0,0,15,512,1.0,256,8,4096,114,0.4453125,41.68645983968673,0.16283773374877628,0.38525390625,,6 40 42 66 73 123 221 232 252 253
/root/lkd/FOCUS/results/llada2_moe_denoising/humaneval_bs16/routes_bs16.jsonl,16,0,0,16,512,1.0,256,8,4096,102,0.3984375,30.648690912013794,0.11972144887505388,0.47412109375,,11 21 26 29 53 121 167 181 183 233
/root/lkd/FOCUS/results/llada2_moe_denoising/humaneval_bs16/routes_bs16.jsonl,16,0,0,17,512,1.0,256,8,4096,90,0.3515625,31.16726856599343,0.12174714283591184,0.486572265625,,84 93 102 121 124 195 196 217 219 240
/root/lkd/FOCUS/results/llada2_moe_denoising/humaneval_bs16/routes_bs16.jsonl,16,0,0,18,512,1.0,256,8,4096,86,0.3359375,23.28972056026764,0.09097547093854547,0.539306640625,,42 96 128 135 147 157 224 233 238 255
/root/lkd/FOCUS/results/llada2_moe_denoising/humaneval_bs16/routes_bs16.jsonl,16,0,0,19,512,1.0,256,8,4096,99,0.38671875,22.670749339898762,0.08855761460897954,0.572509765625,,77 78 164 182 183 194 199 228 247 255
/root/lkd/FOCUS/results/llada2_moe_denoising/humaneval_bs16/routes_bs16.jsonl,16,0,1,1,491,0.958984375,256,8,3928,78,0.3046875,12.404855435189845,0.04845646654371033,0.8337576374745418,1.0,15 19 23 92 100 107 131 146 147 153
/root/lkd/FOCUS/results/llada2_moe_denoising/humaneval_bs16/routes_bs16.jsonl,16,0,1,2,491,0.958984375,256,8,3928,92,0.359375,13.097134436504824,0.05116068139259697,0.7937881873727087,0.8181818181818182,1 13 14 18 138 147 157 158 159 248
/root/lkd/FOCUS/results/llada2_moe_denoising/humaneval_bs16/routes_bs16.jsonl,16,0,1,3,491,0.958984375,256,8,3928,94,0.3671875,22.27905888740322,0.08702757377891883,0.5832484725050916,0.5384615384615384,73 77 105 124 130 131 163 177 183 231
/root/lkd/FOCUS/results/llada2_moe_denoising/humaneval_bs16/routes_bs16.jsonl,16,0,1,4,491,0.958984375,256,8,3928,113,0.44140625,24.276212773456184,0.09482895614631322,0.5616089613034623,0.6666666666666666,11 24 30 44 64 208 211 227 228 242
/root/lkd/FOCUS/results/llada2_moe_denoising/humaneval_bs16/routes_bs16.jsonl,16,0,1,5,491,0.958984375,256,8,3928,126,0.4921875,35.78196660482375,0.13977330705009278,0.45366598778004075,0.25,68 72 91 107 135 200 203 216 237 244
/root/lkd/FOCUS/results/llada2_moe_denoising/humaneval_bs16/routes_bs16.jsonl,16,0,1,6,491,0.958984375,256,8,3928,133,0.51953125,32.51137642284303,0.12699756415173058,0.48345213849287166,0.3333333333333333,35 70 89 117 127 201 211 213 216 240
/root/lkd/FOCUS/results/llada2_moe_denoising/humaneval_bs16/routes_bs16.jsonl,16,0,1,7,491,0.958984375,256,8,3928,134,0.5234375,41.41262360027055,0.16176806093855683,0.3895112016293279,0.5384615384615384,16 60 82 86 94 100 121 146 166 238
/root/lkd/FOCUS/results/llada2_moe_denoising/humaneval_bs16/routes_bs16.jsonl,16,0,1,8,491,0.958984375,256,8,3928,128,0.5,42.02145032055647,0.1641462903146737,0.39842158859470467,0.42857142857142855,54 86 117 153 155 164 166 193 205 255
/root/lkd/FOCUS/results/llada2_moe_denoising/humaneval_bs16/routes_bs16.jsonl,16,0,1,9,491,0.958984375,256,8,3928,137,0.53515625,40.16866001926532,0.15690882820025515,0.3986761710794297,0.3333333333333333,39 49 93 107 133 157 205 211 214 218
