configured_batch_size,step,groups,layer_observations,mean_query_tokens,mean_query_fraction,mean_active_experts,mean_active_ratio,mean_effective_experts,median_effective_experts,p25_effective_experts,p75_effective_experts,mean_effective_ratio,mean_top10_load_share,mean_adjacent_top10_jaccard,random_top10_jaccard
8,0,4,76,256.0,1.0,79.13157894736842,0.3091077302631579,26.89223787638115,28.316447319855484,21.438961699399478,34.686812761678965,0.10504780420461386,0.5536659642269737,,0.0199203187250996
8,1,4,76,245.5,0.958984375,107.67105263157895,0.42059004934210525,37.17301321093223,39.00531802982455,29.258176029722723,46.53071210206328,0.14520708285520403,0.45840545483528233,0.5440434178824272,0.0199203187250996
8,2,4,76,203.25,0.7939453125,108.88157894736842,0.4253186677631579,37.05469310111194,40.02169105727111,26.257031087305567,46.1094323197798,0.1447448949262185,0.4558037690218511,0.7468014441698653,0.0199203187250996
8,3,4,76,180.5,0.705078125,103.03947368421052,0.40249794407894735,37.48525460679018,41.740094109278544,26.803931027529366,47.21253038532688,0.14642677580777413,0.44925804219539406,0.8115831536884169,0.0199203187250996
8,4,4,76,161.25,0.6298828125,101.23684210526316,0.39545641447368424,37.83354656605249,41.99150446403307,27.357444310763324,47.501024353193635,0.14778729127364254,0.4467756093156351,0.7770738033895929,0.0199203187250996
8,5,4,76,145.0,0.56640625,97.30263157894737,0.38008840460526316,37.02063647124215,40.02696225216319,26.657965614027617,46.12974564382745,0.14461186121578964,0.4520080801881061,0.8069562016930437,0.0199203187250996
8,6,4,76,132.0,0.515625,100.55263157894737,0.39278371710526316,38.11997472704422,41.522361395348014,29.164940212207323,47.76827795917241,0.1489061512775165,0.44306926793224366,0.8099882573566785,0.0199203187250996
8,7,4,76,114.75,0.4482421875,96.48684210526316,0.37690172697368424,38.18732377551017,41.296995615456055,29.533563521939854,47.30122884005442,0.1491692334980866,0.43868323594175324,0.7688583346478083,0.0199203187250996
8,8,4,76,100.75,0.3935546875,92.25,0.3603515625,37.35310140593634,40.410081811783485,29.445129338364566,45.739543837645414,0.14591055236693884,0.4411669696945197,0.7685866764814133,0.0199203187250996
8,9,4,76,90.75,0.3544921875,89.67105263157895,0.35027754934210525,38.12643771657066,40.92604313802619,31.53456671381424,46.766992961901295,0.14893139733035415,0.4329345504248714,0.761348300821985,0.0199203187250996
8,10,4,76,77.75,0.3037109375,89.36842105263158,0.3490953947368421,39.182977066761005,41.32366325101503,33.65025140490979,47.85937694187829,0.15305850416703518,0.42156408006317997,0.746096009253904,0.0199203187250996
8,11,4,76,66.25,0.2587890625,84.69736842105263,0.33084909539473684,38.4932228302697,40.70290379620015,32.762877369262384,46.88712352475096,0.15036415168074102,0.42363157124593753,0.7054787317945213,0.0199203187250996
8,12,4,76,57.75,0.2255859375,82.9342105263158,0.3239617598684211,38.96167034230289,40.36672091653247,32.361082616586444,47.28834645955155,0.15219402477462066,0.41835733431719613,0.7076344707923655,0.0199203187250996
8,13,4,76,47.75,0.1865234375,78.94736842105263,0.30838815789473684,37.949923862414536,38.60130934697695,32.32348869856581,44.625730717345505,0.14824189008755678,0.42186976674641147,0.6595597385071069,0.0199203187250996
8,14,4,76,41.5,0.162109375,80.69736842105263,0.31522409539473684,42.20752778661531,41.83232705536031,35.859552071777976,49.104859007983784,0.16487315541646605,0.3884670867972777,0.6043430253956569,0.0199203187250996
8,15,4,76,31.5,0.123046875,72.14473684210526,0.2818153782894737,40.04972409639862,41.034586466165415,35.29727539587382,45.91156073041929,0.1564442347515571,0.39774610136452243,0.5791313949208686,0.0199203187250996
8,16,4,76,24.0,0.09375,64.6842105263158,0.2526726973684211,37.645905440485656,38.11882295097425,32.77182845403185,42.67900079922458,0.1470543181268971,0.4138194996513393,0.5605239059186428,0.0199203187250996
8,17,4,76,17.0,0.06640625,50.6578947368421,0.19788240131578946,30.59457581304758,29.793067703271785,26.709833350739252,33.331836047164515,0.11951006176971711,0.46603295923632615,0.5162096675254569,0.0199203187250996
8,18,4,76,11.25,0.0439453125,39.0921052631579,0.15270353618421054,25.388777665293333,25.13918519470505,20.43443365695793,30.16255442670537,0.09917491275505208,0.5375822368421053,0.5561965769009113,0.0199203187250996
8,19,4,76,7.5,0.029296875,29.473684210526315,0.11513157894736842,20.303692998672215,18.42614379084967,14.095238095238095,26.237655376895884,0.07931130077606334,0.6195068637502847,0.41109199266686636,0.0199203187250996
8,20,4,76,5.5,0.021484375,22.894736842105264,0.08943256578947369,16.193473670544485,14.127194693718298,8.0,23.33960292580982,0.0632557565255644,0.7598497308612441,0.4450691859920718,0.0199203187250996
8,21,2,38,7.5,0.029296875,27.55263157894737,0.10762746710526316,19.32374544192799,18.433179723502306,16.340700808625336,22.049346879535555,0.07548338063253121,0.6268274853801169,0.650426328057907,0.0199203187250996
8,22,2,38,6.5,0.025390625,27.210526315789473,0.10629111842105263,19.950675667048113,19.047619047619047,17.10252100840336,22.113475177304963,0.07793232682440669,0.6072368421052632,0.48177690902149106,0.0199203187250996
8,23,2,38,5.5,0.021484375,24.236842105263158,0.09467516447368421,18.582731042591536,18.366386554621847,16.911827956989246,20.322025316455694,0.07258879313512319,0.6197133458646616,0.6229187479187479,0.0199203187250996
8,24,2,38,4.5,0.017578125,21.36842105263158,0.0834703947368421,17.05355087220554,16.941176470588236,16.0,18.214285714285715,0.0666154330945529,0.6354166666666666,0.5014327777485672,0.0199203187250996
8,25,2,38,3.5,0.013671875,18.18421052631579,0.07103207236842106,15.116681390112902,14.253968253968253,14.222222222222221,16.0,0.05904953668012852,0.6914473684210526,0.5309295967190704,0.0199203187250996
8,26,2,38,2.5,0.009765625,13.68421052631579,0.05345394736842105,11.545271373863859,9.333333333333332,8.0,14.628571428571428,0.0450987163041557,0.8536184210526315,0.4633108119950225,0.0199203187250996
8,27,1,19,3.0,0.01171875,16.105263157894736,0.06291118421052631,13.20749680219382,13.090909090909092,11.76,14.057142857142857,0.05159178438356961,0.7456140350877193,0.42826806836094766,0.0199203187250996
8,28,1,19,2.0,0.0078125,12.894736842105264,0.050370065789473686,11.744494102388838,11.636363636363637,10.741258741258742,12.8,0.0458769300874564,0.819078947368421,0.5281210018052123,0.0199203187250996
8,29,1,19,1.0,0.00390625,8.0,0.03125,8.0,8.0,8.0,8.0,0.03125,1.0,0.5076186970923814,0.0199203187250996
